Well,Sample Name,Target Name,Task,Reporter,Quencher,Cт,Cт Mean,Cт SD,Quantity,Quantity Mean,Quantity SD,Automatic Ct Threshold,Ct Threshold,Automatic Baseline,Baseline Start,Baseline End,Comments,HIGHSD,EXPFAIL
F1,Sample 1,B,UNKNOWN,SYBR,None,Undetermined,39.81245422,,,,,FALSE,0.2,TRUE,3,39,,N,Y
F2,Sample 2,B,UNKNOWN,SYBR,None,Undetermined,,,,,,FALSE,0.2,TRUE,3,39,,N,Y
F3,Sample 3,B,UNKNOWN,SYBR,None,Undetermined,,,,,,FALSE,0.2,TRUE,3,35,,N,N
F4,Sample 4,B,UNKNOWN,SYBR,None,Undetermined,,,,,,FALSE,0.2,TRUE,3,39,,N,Y
F5,Sample 5,B,UNKNOWN,SYBR,None,Undetermined,,,,,,FALSE,0.2,TRUE,3,36,,N,N
F6,Sample 6,B,UNKNOWN,SYBR,None,Undetermined,,,,,,FALSE,0.2,TRUE,3,39,,N,Y
F7,Sample 7,B,UNKNOWN,SYBR,None,Undetermined,,,,,,FALSE,0.2,TRUE,3,39,,N,Y
F8,Sample 8,B,UNKNOWN,SYBR,None,Undetermined,,,,,,FALSE,0.2,TRUE,3,35,,N,N
F9,Sample 9,B,UNKNOWN,SYBR,None,Undetermined,,,,,,FALSE,0.2,TRUE,3,39,,N,Y
F10,Sample 10,B,UNKNOWN,SYBR,None,Undetermined,39.46248627,,,,,FALSE,0.2,TRUE,3,37,,N,Y
F11,Sample 11,B,UNKNOWN,SYBR,None,Undetermined,,,,,,FALSE,0.2,TRUE,3,39,,N,Y
F12,Sample 12,B,NTC,SYBR,None,Undetermined,,,,,,FALSE,0.2,TRUE,3,39,,N,N
G1,Sample 1,D,UNKNOWN,SYBR,None,21.81762123,21.89323425,0.106931612,,,,FALSE,0.2,TRUE,3,17,,N,N
G2,Sample 2,D,UNKNOWN,SYBR,None,20.80859375,20.94372177,0.191099882,,,,FALSE,0.2,TRUE,3,17,,N,N
G3,Sample 3,D,UNKNOWN,SYBR,None,22.70584106,22.46204376,0.344781458,,,,FALSE,0.2,TRUE,3,18,,N,N
G4,Sample 4,D,UNKNOWN,SYBR,None,21.98844337,22.09389877,0.14913781,,,,FALSE,0.2,TRUE,3,17,,N,N
G5,Sample 5,D,UNKNOWN,SYBR,None,22.26539993,22.26999664,0.00650073,,,,FALSE,0.2,TRUE,3,17,,N,N
G6,Sample 6,D,UNKNOWN,SYBR,None,22.14063454,22.61317062,0.668266952,,,,FALSE,0.2,TRUE,3,17,,Y,N
G7,Sample 7,D,UNKNOWN,SYBR,None,21.55908394,21.58940315,0.042877842,,,,FALSE,0.2,TRUE,3,17,,N,N
G8,Sample 8,D,UNKNOWN,SYBR,None,21.75392914,21.63833237,0.163477167,,,,FALSE,0.2,TRUE,3,17,,N,N
G9,Sample 9,D,UNKNOWN,SYBR,None,21.49202919,21.5277977,0.050584309,,,,FALSE,0.2,TRUE,3,17,,N,N
G10,Sample 10,D,UNKNOWN,SYBR,None,22.18608093,22.30250168,0.164642453,,,,FALSE,0.2,TRUE,3,17,,N,N
G11,Sample 11,D,UNKNOWN,SYBR,None,22.62992287,22.30338478,0.461794585,,,,FALSE,0.2,TRUE,3,18,,N,N
G12,Sample 12,D,NTC,SYBR,None,Undetermined,,,,,,FALSE,0.2,TRUE,3,39,,N,N
H1,Sample 1,D,UNKNOWN,SYBR,None,21.96884537,21.89323425,0.106931612,,,,FALSE,0.2,TRUE,3,17,,N,N
H2,Sample 2,D,UNKNOWN,SYBR,None,21.07884979,20.94372177,0.191099882,,,,FALSE,0.2,TRUE,3,17,,N,N
H3,Sample 3,D,UNKNOWN,SYBR,None,22.21824646,22.46204376,0.344781458,,,,FALSE,0.2,TRUE,3,18,,N,N
H4,Sample 4,D,UNKNOWN,SYBR,None,22.19935608,22.09389877,0.14913781,,,,FALSE,0.2,TRUE,3,17,,N,N
H5,Sample 5,D,UNKNOWN,SYBR,None,22.27459335,22.26999664,0.00650073,,,,FALSE,0.2,TRUE,3,17,,N,N
H6,Sample 6,D,UNKNOWN,SYBR,None,23.08570671,22.61317062,0.668266952,,,,FALSE,0.2,TRUE,3,18,,Y,N
H7,Sample 7,D,UNKNOWN,SYBR,None,21.61972237,21.58940315,0.042877842,,,,FALSE,0.2,TRUE,3,17,,N,N
H8,Sample 8,D,UNKNOWN,SYBR,None,21.5227375,21.63833237,0.163477167,,,,FALSE,0.2,TRUE,3,16,,N,N
H9,Sample 9,D,UNKNOWN,SYBR,None,21.56356621,21.5277977,0.050584309,,,,FALSE,0.2,TRUE,3,17,,N,N
H10,Sample 10,D,UNKNOWN,SYBR,None,22.41892052,22.30250168,0.164642453,,,,FALSE,0.2,TRUE,3,18,,N,N
H11,Sample 11,D,UNKNOWN,SYBR,None,21.97684669,22.30338478,0.461794585,,,,FALSE,0.2,TRUE,3,17,,N,N
H12,Sample 12,D,NTC,SYBR,None,Undetermined,,,,,,FALSE,0.2,TRUE,3,39,,N,N
