Date,TimePoint,Tag,Colony,Genotype,Fragment,Picture ,AOI,File
2023-04-27,T0,860,Ditto,D,D_860,5,7,5.csv
2023-04-27,T0,861,Ditto,D,D_861,5,8,5.csv
2023-04-27,T0,862,Ditto,D,D_862,6,1,6.csv
2023-04-27,T0,863,Ditto,D,D_863,6,2,6.csv
2023-04-27,T0,864,Ditto,D,D_864,6,3,6.csv
2023-04-27,T0,865,Ditto,D,D_865,6,4,6.csv
2023-04-27,T0,866,Ditto,D,D_866,6,5,6.csv
2023-04-27,T0,867,Ditto,D,D_867,6,6,6.csv
2023-04-27,T0,868,Ditto,D,D_868,6,7,6.csv
2023-04-27,T0,870,Ditto,D,D_870,6,8,6.csv
2023-04-27,T0,871,Ditto,D,D_871,7,1,7.csv
2023-04-27,T0,872,Ditto,D,D_872,7,2,7.csv
2023-04-27,T0,873,Ditto,D,D_873,7,3,7.csv
2023-04-27,T0,874,Ditto,D,D_874,7,4,7.csv
2023-05-12,T1,538,Ditto,D,D_538,1,1,1.csv
2023-05-12,T1,515,Clefairy,C,C_515,1,2,1.csv
2023-05-12,T1,79,Eevee,A,A_79,1,3,1.csv
2023-05-12,T1,74,Eevee,A,A_74,1,4,1.csv
2023-05-12,T1,514,Clefairy,C,C_514,1,5,1.csv
2023-05-12,T1,537,Ditto,D,D_537,1,6,1.csv
2023-05-12,T1,536,Ditto,D,D_536,2,1,2.csv
2023-05-12,T1,513,Clefairy,C,C_513,2,2,2.csv
2023-05-12,T1,19,Eevee,A,A_19,2,3,2.csv
2023-05-12,T1,740,Eevee,A,A_740,2,4,2.csv
2023-05-12,T1,534,Clefairy,C,C_534,2,5,2.csv
2023-05-12,T1,535,Ditto,D,D_535,2,6,2.csv
2023-05-12,T1,546,Ditto,D,D_546,3,1,3.csv
2023-05-12,T1,111,Eevee,A,A_111,3,2,3.csv
2023-05-12,T1,524,Clefairy,C,C_524,3,3,3.csv
2023-05-12,T1,121,Eevee,A,A_121,3,4,3.csv
2023-05-12,T1,523,Clefairy,C,C_523,3,5,3.csv
2023-05-12,T1,110,Eevee,A,A_110,3,6,3.csv
2023-05-12,T1,545,Ditto,D,D_545,3,7,3.csv
2023-05-12,T1,522,Clefairy,C,C_522,3,8,3.csv
2023-05-12,T1,107,Eevee,A,A_107,4,1,4.csv
2023-05-12,T1,521,Clefairy,C,C_521,4,2,4.csv
2023-05-12,T1,544,Ditto,D,D_544,4,3,4.csv
2023-05-12,T1,109,Eevee,A,A_109,4,4,4.csv
2023-05-12,T1,543,Ditto,D,D_543,4,5,4.csv
2023-05-12,T1,520,Clefairy,C,C_520,4,6,4.csv
2023-05-12,T1,105,Eevee,A,A_105,4,7,4.csv
2023-05-12,T1,873,Ditto,D,D_873,4,8,4.csv
2023-05-12,T1,96,Eevee,A,A_96,5,1,5.csv
2023-05-12,T1,519,Clefairy,C,C_519,5,2,5.csv
2023-05-12,T1,542,Ditto,D,D_542,5,3,5.csv
2023-05-12,T1,541,Ditto,D,D_541,5,4,5.csv
2023-05-12,T1,518,Clefairy,C,C_518,5,5,5.csv
2023-05-12,T1,83,Eevee,A,A_83,5,6,5.csv
2023-05-12,T1,82,Eevee,A,A_82,6,1,6.csv
2023-05-12,T1,517,Clefairy,C,C_517,6,2,6.csv
2023-05-12,T1,540,Ditto,D,D_540,6,3,6.csv
2023-05-12,T1,539,Ditto,D,D_539,6,4,6.csv
2023-05-12,T1,871,Ditto,D,D_871,6,5,6.csv
2023-05-12,T1,80,Eevee,A,A_80,6,6,6.csv
2023-05-12,T1,310,Eevee,A,A_310,7,1,7.csv
2023-05-12,T1,531,Clefairy,C,C_531,7,2,7.csv
2023-05-12,T1,861,Ditto,D,D_861,7,3,7.csv
2023-05-12,T1,860,Ditto,D,D_860,7,4,7.csv
2023-05-12,T1,530,Clefairy,C,C_530,7,5,7.csv
2023-05-12,T1,305,Eevee,A,A_305,7,6,7.csv
2023-05-12,T1,287,Eevee,A,A_287,8,1,8.csv
2023-05-12,T1,529,Clefairy,C,C_529,8,2,8.csv
2023-05-12,T1,549,Ditto,D,D_549,8,3,8.csv
2023-05-12,T1,868,Ditto,D,D_868,8,4,8.csv
2023-05-12,T1,511,Clefairy,C,C_511,8,5,8.csv
2023-05-12,T1,214,Eevee,A,A_214,8,6,8.csv
2023-05-12,T1,866,Ditto,D,D_866,9,1,9.csv
2023-05-12,T1,528,Clefairy,C,C_528,9,2,9.csv
2023-05-12,T1,209,Eevee,A,A_209,9,3,9.csv
2023-05-12,T1,205,Eevee,A,A_205,9,4,9.csv
2023-05-12,T1,527,Clefairy,C,C_527,9,5,9.csv
2023-05-12,T1,867,Ditto,D,D_867,9,6,9.csv
2023-05-12,T1,548,Ditto,D,D_548,10,1,10.csv
2023-05-12,T1,525,Clefairy,C,C_525,10,2,10.csv
2023-05-12,T1,202,Eevee,A,A_202,10,3,10.csv
2023-05-12,T1,201,Eevee,A,A_201,10,4,10.csv
2023-05-12,T1,526,Clefairy,C,C_526,10,5,10.csv
2023-05-12,T1,547,Ditto,D,D_547,10,6,10.csv
2023-05-12,T1,743,Eevee,A,A_743,11,1,11.csv
2023-05-12,T1,742,Eevee,A,A_742,11,2,11.csv
2023-05-12,T1,872,Ditto,D,D_872,11,3,11.csv
2023-05-12,T1,865,Ditto,D,D_865,11,4,11.csv
2023-05-12,T1,512,Clefairy,C,C_512,11,5,11.csv
2023-05-12,T1,864,Ditto,D,D_864,11,6,11.csv
2023-05-12,T1,741,Eevee,A,A_741,11,7,11.csv
2023-05-12,T1,516,Clefairy,C,C_516,11,8,11.csv
2023-05-12,T1,5,Eevee,A,A_5,12,1,12.csv
2023-05-12,T1,863,Ditto,D,D_863,12,2,12.csv
2023-05-12,T1,533,Clefairy,C,C_533,12,3,12.csv
2023-05-12,T1,324,Eevee,A,A_324,12,4,12.csv
2023-05-12,T1,303,Eevee,A,A_303,12,5,12.csv
2023-05-12,T1,321,Eevee,A,A_321,12,6,12.csv
2023-05-12,T1,532,Clefairy,C,C_532,12,7,12.csv
2023-05-12,T1,862,Ditto,D,D_862,12,8,12.csv
2023-06-01,T2,740,Eevee,A,A_740,1,1,1.csv
2023-06-01,T2,534,Clefairy,C,C_534,1,2,1.csv
2023-06-01,T2,535,Ditto,D,D_535,1,3,1.csv
2023-06-01,T2,868,Ditto,D,D_868,2,1,2.csv
2023-06-01,T2,511,Clefairy,C,C_511,2,2,2.csv
2023-06-01,T2,214,Eevee,A,A_214,2,3,2.csv
2023-06-01,T2,873,Ditto,D,D_873,2,4,2.csv
2023-06-01,T2,539,Ditto,D,D_539,3,1,3.csv
2023-06-01,T2,871,Ditto,D,D_871,3,2,3.csv
2023-06-01,T2,80,Eevee,A,A_80,3,3,3.csv
2023-06-01,T2,201,Eevee,A,A_201,4,1,4.csv
2023-06-01,T2,526,Clefairy,C,C_526,4,2,4.csv
2023-06-01,T2,547,Ditto,D,D_547,4,3,4.csv
2023-06-01,T2,303,Eevee,A,A_303,4,4,4.csv
2023-06-01,T2,74,Eevee,A,A_74,5,1,5.csv
2023-06-01,T2,514,Clefairy,C,C_514,5,2,5.csv
2023-06-01,T2,537,Ditto,D,D_537,5,3,5.csv
2023-06-01,T2,536,Ditto,D,D_536,5,4,5.csv
2023-06-01,T2,513,Clefairy,C,C_513,5,5,5.csv
2023-06-01,T2,19,Eevee,A,A_19,5,6,5.csv
2023-06-01,T2,538,Ditto,D,D_538,6,1,6.csv
2023-06-01,T2,515,Clefairy,C,C_515,6,2,6.csv
2023-06-01,T2,79,Eevee,A,A_79,6,3,6.csv
2023-06-01,T2,287,Eevee,A,A_287,6,4,6.csv
2023-06-01,T2,529,Clefairy,C,C_529,6,5,6.csv
2023-06-01,T2,549,Ditto,D,D_549,6,6,6.csv
2023-06-01,T2,310,Eevee,A,A_310,7,1,7.csv
2023-06-01,T2,531,Clefairy,C,C_531,7,2,7.csv
2023-06-01,T2,861,Ditto,D,D_861,7,3,7.csv
2023-06-01,T2,860,Ditto,D,D_860,7,4,7.csv
2023-06-01,T2,530,Clefairy,C,C_530,7,5,7.csv
2023-06-01,T2,305,Eevee,A,A_305,7,6,7.csv
2023-06-01,T2,107,Eevee,A,A_107,8,1,8.csv
2023-06-01,T2,521,Clefairy,C,C_521,8,2,8.csv
2023-06-01,T2,544,Ditto,D,D_544,8,3,8.csv
2023-06-01,T2,109,Eevee,A,A_109,8,4,8.csv
2023-06-01,T2,543,Ditto,D,D_543,8,5,8.csv
2023-06-01,T2,520,Clefairy,C,C_520,8,6,8.csv
2023-06-01,T2,105,Eevee,A,A_105,8,7,8.csv
2023-06-01,T2,546,Ditto,D,D_546,9,1,9.csv
2023-06-01,T2,111,Eevee,A,A_111,9,2,9.csv
2023-06-01,T2,524,Clefairy,C,C_524,9,3,9.csv
2023-06-01,T2,121,Eevee,A,A_121,9,4,9.csv
2023-06-01,T2,523,Clefairy,C,C_523,10,1,10.csv
2023-06-01,T2,110,Eevee,A,A_110,10,2,10.csv
2023-06-01,T2,545,Ditto,D,D_545,10,3,10.csv
2023-06-01,T2,522,Clefairy,C,C_522,10,4,10.csv
2023-06-01,T2,96,Eevee,A,A_96,11,1,11.csv
2023-06-01,T2,519,Clefairy,C,C_519,11,2,11.csv
2023-06-01,T2,542,Ditto,D,D_542,11,3,11.csv
2023-06-01,T2,541,Ditto,D,D_541,11,4,11.csv
2023-06-01,T2,518,Clefairy,C,C_518,11,5,11.csv
2023-06-01,T2,83,Eevee,A,A_83,11,6,11.csv
2023-06-01,T2,82,Eevee,A,A_82,12,1,12.csv
2023-06-01,T2,517,Clefairy,C,C_517,12,2,12.csv
2023-06-01,T2,540,Ditto,D,D_540,12,3,12.csv
2023-06-01,T2,866,Ditto,D,D_866,12,4,12.csv
2023-06-01,T2,528,Clefairy,C,C_528,12,5,12.csv
2023-06-01,T2,209,Eevee,A,A_209,12,6,12.csv
2023-06-01,T2,205,Eevee,A,A_205,13,1,13.csv
2023-06-01,T2,527,Clefairy,C,C_527,13,2,13.csv
2023-06-01,T2,867,Ditto,D,D_867,13,3,13.csv
2023-06-01,T2,548,Ditto,D,D_548,13,4,13.csv
2023-06-01,T2,525,Clefairy,C,C_525,13,5,13.csv
2023-06-01,T2,202,Eevee,A,A_202,13,6,13.csv
2023-06-01,T2,321,Eevee,A,A_321,14,1,14.csv
2023-06-01,T2,532,Clefairy,C,C_532,14,2,14.csv
2023-06-01,T2,862,Ditto,D,D_862,14,3,14.csv
2023-06-01,T2,5,Eevee,A,A_5,15,1,15.csv
2023-06-01,T2,863,Ditto,D,D_863,15,2,15.csv
2023-06-01,T2,533,Clefairy,C,C_533,15,3,15.csv
2023-06-01,T2,324,Eevee,A,A_324,15,4,15.csv
2023-06-01,T2,512,Clefairy,C,C_512,16,1,16.csv
2023-06-01,T2,864,Ditto,D,D_864,16,2,16.csv
2023-06-01,T2,741,Eevee,A,A_741,16,3,16.csv
2023-06-01,T2,516,Clefairy,C,C_516,16,4,16.csv
2023-06-01,T2,743,Eevee,A,A_743,17,1,17.csv
2023-06-01,T2,742,Eevee,A,A_742,17,2,17.csv
2023-06-01,T2,872,Ditto,D,D_872,17,3,17.csv
2023-06-01,T2,865,Ditto,D,D_865,17,4,17.csv
2023-06-13,T3,740,Eevee,A,A_740,1,1,1.csv
2023-06-13,T3,534,Clefairy,C,C_534,1,2,1.csv
2023-06-13,T3,535,Ditto,D,D_535,1,3,1.csv
2023-06-13,T3,868,Ditto,D,D_868,2,1,2.csv
2023-06-13,T3,511,Clefairy,C,C_511,2,2,2.csv
2023-06-13,T3,214,Eevee,A,A_214,2,3,2.csv
2023-06-13,T3,873,Ditto,D,D_873,2,4,2.csv
2023-06-13,T3,539,Ditto,D,D_539,3,1,3.csv
2023-06-13,T3,871,Ditto,D,D_871,3,2,3.csv
2023-06-13,T3,80,Eevee,A,A_80,3,3,3.csv
2023-06-13,T3,201,Eevee,A,A_201,4,1,4.csv
2023-06-13,T3,526,Clefairy,C,C_526,4,2,4.csv
2023-06-13,T3,547,Ditto,D,D_547,4,3,4.csv
2023-06-13,T3,74,Eevee,A,A_74,5,1,5.csv
2023-06-13,T3,514,Clefairy,C,C_514,5,2,5.csv
2023-06-13,T3,537,Ditto,D,D_537,5,3,5.csv
2023-06-13,T3,536,Ditto,D,D_536,5,4,5.csv
2023-06-13,T3,513,Clefairy,C,C_513,5,5,5.csv
2023-06-13,T3,19,Eevee,A,A_19,5,6,5.csv
2023-06-13,T3,538,Ditto,D,D_538,6,1,6.csv
2023-06-13,T3,515,Clefairy,C,C_515,6,2,6.csv
2023-06-13,T3,79,Eevee,A,A_79,6,3,6.csv
2023-06-13,T3,287,Eevee,A,A_287,6,4,6.csv
2023-06-13,T3,529,Clefairy,C,C_529,6,5,6.csv
2023-06-13,T3,549,Ditto,D,D_549,6,6,6.csv
2023-06-13,T3,310,Eevee,A,A_310,7,1,7.csv
2023-06-13,T3,531,Clefairy,C,C_531,7,2,7.csv
2023-06-13,T3,861,Ditto,D,D_861,7,3,7.csv
2023-06-13,T3,860,Ditto,D,D_860,7,4,7.csv
2023-06-13,T3,530,Clefairy,C,C_530,7,5,7.csv
2023-06-13,T3,305,Eevee,A,A_305,7,6,7.csv
2023-06-13,T3,107,Eevee,A,A_107,8,1,8.csv
2023-06-13,T3,521,Clefairy,C,C_521,8,2,8.csv
2023-06-13,T3,544,Ditto,D,D_544,8,3,8.csv
2023-06-13,T3,109,Eevee,A,A_109,8,4,8.csv
2023-06-13,T3,543,Ditto,D,D_543,8,5,8.csv
2023-06-13,T3,520,Clefairy,C,C_520,8,6,8.csv
2023-06-13,T3,105,Eevee,A,A_105,8,7,8.csv
2023-06-13,T3,546,Ditto,D,D_546,9,1,9.csv
2023-06-13,T3,111,Eevee,A,A_111,9,2,9.csv
2023-06-13,T3,524,Clefairy,C,C_524,9,3,9.csv
2023-06-13,T3,121,Eevee,A,A_121,9,4,9.csv
2023-06-13,T3,523,Clefairy,C,C_523,10b,1,10b.csv
2023-06-13,T3,110,Eevee,A,A_110,10b,2,10b.csv
2023-06-13,T3,545,Ditto,D,D_545,10b,3,10b.csv
2023-06-13,T3,522,Clefairy,C,C_522,10b,4,10b.csv
2023-06-13,T3,96,Eevee,A,A_96,11,1,11.csv
2023-06-13,T3,519,Clefairy,C,C_519,11,2,11.csv
2023-06-13,T3,542,Ditto,D,D_542,11,3,11.csv
2023-06-13,T3,541,Ditto,D,D_541,11,4,11.csv
2023-06-13,T3,518,Clefairy,C,C_518,11,5,11.csv
2023-06-13,T3,83,Eevee,A,A_83,11,6,11.csv
2023-06-13,T3,82,Eevee,A,A_82,12,1,12.csv
2023-06-13,T3,517,Clefairy,C,C_517,12,2,12.csv
2023-06-13,T3,540,Ditto,D,D_540,12,3,12.csv
2023-06-13,T3,866,Ditto,D,D_866,12,4,12.csv
2023-06-13,T3,528,Clefairy,C,C_528,12,5,12.csv
2023-06-13,T3,209,Eevee,A,A_209,12,6,12.csv
2023-06-13,T3,205,Eevee,A,A_205,13,1,13.csv
2023-06-13,T3,527,Clefairy,C,C_527,13,2,13.csv
2023-06-13,T3,867,Ditto,D,D_867,13,3,13.csv
2023-06-13,T3,548,Ditto,D,D_548,13,4,13.csv
2023-06-13,T3,525,Clefairy,C,C_525,13,5,13.csv
2023-06-13,T3,202,Eevee,A,A_202,13,6,13.csv
